"id_product";"reference";"name";"description";"link_rewrite";"link_rewrite";"id_image"
"339";"2010/277A";"Lapin sous son arbre en bronze de Vienne";"<p>Lapin sous son arbre en bronze de Vienne</p>";"bronzes-de-vienne";"petit-lapin-sous-un-arbre";"336"
"340";"2013/99G";"Chocolatière en argent, France, poinçon de Paris (1819-1838)";"<p>Chocolatière en argent, France, poinçon de Paris (1819-1838)</p>";"argenterie-et-verrerie";"chocolatiere-en-argent";"337"
"341";"2012/282B";"Porcelaine de Ravenstein (Allemagne)- le taureau";"<p></p><p>L. 17 cm, H. 12 cm</p><p>Circa 1900</p>";"porcelaine-et-faience";"porcelaine-de-ravenstein-allemagne-le-taureau";"338"
"342";"2014/217F";"Estampe ""Namurcum"", fin 18è siècle";"<p>Estampe ""Namurcum"", fin 18è siècle</p>";"tableaux";"gravure-namuricum";"339"
"343";"2014/22B";"Petit guéridon patiné";"<p></p>
<p>L. 45 cm, P. 45 cm, H. 81 cm</p>
<p>Belgique , circa 1930</p>";"mobilier";"petit-gueridon-patine";"340"
"345";"2012/110N";"Série de douze pots à pharmacie, début 20è siècle";"<p>Série de douze pots à pharmacie, début 20è siècle</p>";"divers";"serie-de-12-pots-a-pharmacie";"342"
"349";"2012/103B";"Paire de lampe en bronze et cristal";"<p>Paire de lampe en bronze et cristal </p>";"luminaires";"paire-de-lampes-bronze-et-cristal";"346"
"353";"2012/38A";"Console en Bois doré Style Louis XV";"<p></p>
<p>L. 97 cm,P. 60 cm, H. 80 cm</p>
<p>XIX ème Napoléon III</p>";"mobilier";"console-en-bois-dore-style-louis-xv";"350"
"354";"2013/253";"Biche en bronze sur marbre, France, circa 1930";"<p>Biche en bronze sur marbre, France, circa 1930</p>";"sculptures";"biche-en-bronze-sur-marbre";"351"
"357";"2012/187D";"Lot de 12 cuillères en argent";"<p></p>
<p></p>
<p></p>";"argenterie-et-verrerie";"lot-de-12-cuilleres-en-argent";"354"
"358";"2009/99G";"Miroir style rococo en bois polychrome, 19è siècle";"<p>Miroir style rococo en bois polychrome, 19è siècle</p>";"miroirs-et-trumeaux";"miroir-style-rococo-en-bois-polychrome";"355"
"359";"2011/185A";"Encrier en bronze signé A. Giroux";"<p>Sur un socle en marbre</p>
<p>L. 11 cm, H. 12 cm</p>
<p>XIX ème siècle</p>";"divers";"encrier-en-bronze-signe-a-giroux";"356"
"360";"2009/10C";"Ecritoire victorien en acajou";"<p>Ecritoire victorien en acajou</p>";"divers";"ecritoire-victorien-en-acajou";"357"
"362";"2012/192B";"Miroir biseauté 19è avec monograme";"<p>Miroir biseauté 19è avec monograme</p>";"miroirs-et-trumeaux";"miroir-avec-monograme";"359"
"363";"2012/192F";"Tisanière polychrome en vieux Bruxelles";"<p>Tisanière polychrome en vieux Bruxelles</p>";"porcelaine-et-faience";"vieux-bruxelles-polychrome-tisaniere";"360"
"364";"2012/192G";"Petit plat en Chine Qianlong";"<p></p><p>D. 11 cm</p><p>XVIII ème siècle</p>";"porcelaine-et-faience";"petit-plat-en-chine-qianlong";"361"
"365";"2012/192H";"Plat en Chine Qianlong";"<p></p><p>D. 17 cm</p><p>XVIII ème siècle</p>";"porcelaine-et-faience";"plat-en-chine-qianlong";"362"
"366";"2012/193H";"Vieux Paris - Petit moutardier avec sa cuillère";"<p></p>
<p>L. 14 cm, H. 10 cm</p>
<p>XIXème siècle</p>";"porcelaine-et-faience";"vieux-paris-petit-moutardier-avec-sa-cuillere";"363"
"367";"2014/25A";"Grand lustre en bronze et cristal, 19è siècle";"<p>Grand lustre en bronze et cristal, 19è siècle</p>";"luminaires";"grand-lustre-en-bronze-et-cristal";"364"
"368";"2012/184G";"Salière en argent, fin 19è siècle";"<p>Salière en argent, fin 19è siècle</p>";"argenterie-et-verrerie";"salieres-en-argent";"365"
"369";"2014/83A1";"Grande assiette en Delft, 18è siècle, accidents";"<p>Grande assiette en Delft, 18è siècle, accidents</p>";"porcelaine-et-faience";"grande-assiette-en-delft";"366"
"370";"2013/191";"Herman Ernst Freund (1786-1840) Fontaine";"<p></p>
<p>L. 45 cm, H. 73 cm, P. 30 cm</p>
<p>XIX ème siècle</p>";"sculptures";"herman-ernst-freund-1786-1840-fontaine";"367"
"371";"2016/05C";"Paire de bougeoirs en Bronze";"<p></p>
<p>25 cm</p>
<p>Empire</p>";"divers";"paire-de-bougeoirs-en-bronze";"368"
"378";"2012/291";"Lièvre en bronze de Vienne";"<p>Lièvre en bronze de Vienne</p>";"bronzes-de-vienne";"lievre";"375"
"383";"2016/11I";"Sucrier en argent avec son couvercle, 19è siècle";"<p>Sucrier en argent avec son couvercle, 19è siècle</p>";"argenterie-et-verrerie";"sucrier-en-argent-avec-son-couvercle";"380"
"385";"2012/280C";"Paire de saucières en argent";"<p>Paire de saucières en argent</p>";"argenterie-et-verrerie";"paire-de-saucieres-en-argent";"382"
"386";"2013/113A";"Lustre en cristal";"<p></p>
<p>H. 90 cm, D. 50 cm</p>
<p>Début XX ème</p>";"luminaires";"lustre-en-cristal";"383"
"387";"2012/260";"Huile sur toile ""Paysage de montagne"", Bernhard Osclarsson (1894-1971)";"<p>Huile sur toile ""Paysage de montagne"", Bernhard Osclarsson (1894-1971)</p>";"tableaux";"bernhard-oscarsson-1894-1971-paysage-de-montagnes";"384"
"389";"2016/16D";"Paire de chandeliers en bronze argenté style Louis XVI, circa 1850";"<p>Paire de chandeliers en bronze argenté style Louis XVI, circa 1850</p>";"argenterie-et-verrerie";"paire-de-chandeliers-en-bronze-argente-style-loouis-xvi";"386"
"390";"2016/06E";"Lot de cinq chaises Napoléon III";"<p>Lot de cinq chaises Napoléon III</p>";"chaises";"4-chaises-napoleon-iii";"387"
"391";"2014/157H";"Samovar en métal argenté";"<p></p>
<p>H. 38 cm</p>
<p>Angleterre, XIX ème siècle</p>";"argenterie-et-verrerie";"samovar-en-ma";"388"
"394";"2012/255";"Paire de saucières en argent";"<p></p>
<p>L. 17 cm, H.6 cm</p>
<p>Londres</p>";"argenterie-et-verrerie";"paire-de-saucieres-en-argent";"391"
"395";"2012/270B";"Buffet 2 portes polychrome";"<p></p>
<p>L. 120 cm, P. 41 cm, H. 92 cm</p>
<p>20è siècle</p>";"mobilier";"buffet-2-portes-polychrome";"392"
"396";"2013/181A";"Petit paravent en bois peint";"<p></p>
<p>L. 66 cm, H. 76 cm</p>
<p>circa 1920</p>";"divers";"petit-paravent-en-bois-peint";"393"
"397";"2010/293G";"Deux salières en argent avec intérieur en verre bleu, accident";"<p>Deux salières en argent avec intérieur en verre bleu, accident</p>";"argenterie-et-verrerie";"2-salieres-en-argent-avec-interieur-en-verre-bleu";"394"
"398";"2006/117E";"Huile sur toile ""Vue de village"", signée Louis Philippe Henri Leroux (1872-1942)";"<p>Huile sur toile ""Vue de village"", signée Louis Philippe Henri Leroux (1872-1942)</p>";"tableaux";"louis-philippe-henri-leroux-1872-1942-vue-de-village";"395"
"399";"2013/277E2";"Plat en Delft, 18è siècle";"<p>Plat en Delft, 18è siècle</p>";"porcelaine-et-faience";"plat-en-delft";"396"
"401";"2014/243";"Deux chats et une fleur";"<p></p><p>L. 4,5 cm, H. 5 cm</p><p>XIX ème siècle</p>";"bronzes-de-vienne";"deux-chats-et-une-fleur";"398"
"402";"2013/107";"Paire de bougeoirs angelot en bronze sur socle de marbre, fin 19è siècle";"<p>Paire de bougeoirs angelot en bronze sur socle de marbre, fin 19è siècle</p>";"luminaires";"paire-de-bougeoirs-angelots-en-bronze-sur-socle-en-marbre";"399"
"408";"2010/199C";"Huile sur toile ""La rixe"", d'après David Teniers, style 17è siècle flamand";"<p>Huile sur toile ""La rixe"", d'après David Teniers, style 17è siècle flamand</p>";"tableaux";"scene-de-genre-d-apres-teniers";"405"
"410";"2009/24I";"Danois en bois, 20è siècle";"<p>Danois en bois, 20è siècle</p>";"sculptures";"danois-en-bois";"407"
"412";"2016/11H";"Cafetière en argent ciselé, orfèvres Edouard Debain et Louis Frédéric Flament, Paris, entre 1864 et 1874";"<p>Cafetière en argent ciselé, orfèvres Edouard Debain et Louis Frédéric Flament, Paris, entre 1864 et 1874</p>";"argenterie-et-verrerie";"cafetiere-en-argent-cisele";"409"
"413";"2016/10B";"Saupoudroir en argent, Birmingham, 1936";"<p>Saupoudroir en argent, Birmingham, 1936</p>";"argenterie-et-verrerie";"soupoudroir-en-argent";"410"
"416";"2006/241I";"Loulou de Poméranie";"<p></p><p>L. 6 cm, H. 4 cm</p><p>XIX ème</p>";"bronzes-de-vienne";"loulou-de-pomeranie";"413"
"421";"2013/06H";"Barbier victorien en acajou";"<p>Barbier victorien en acajou</p>";"miroirs-et-trumeaux";"barbier-victorien-en-acajou";"418"
"422";"2016/91B";"Hibou en régul";"<p>Hibou en régul</p>";"divers";"hibou-en-regule";"419"
"429";"2013/104B";"Baromètre Louis XVI, fin 18è siècle";"<p>Baromètre Louis XVI, fin 18è siècle</p>";"divers";"barometre-louis-xvi";"425"
"432";"2013/94";"Trumeau Louis XV, France, région de Lyon, circa 1790";"<p>Trumeau Louis XV, France, région de Lyon, circa 1790</p>";"miroirs-et-trumeaux";"trumeau-louis-xv";"428"
"434";"2013/174A";"Petit basset en Plomb";"<p></p>
<p>L. 8,5 cm</p>
<p>20è siècle</p>";"sculptures";"petit-basset-en-plomb";"430"
"435";"2013/174B";"Petit Basset en Plomb argenté";"<p></p>
<p>L. 8,5 cm</p>
<p>XXème siècle</p>";"sculptures";"petit-basset-en-plomb-argente";"431"
"436";"2013/174C";"Rhinocéros en stéatite, 20è siècle";"<p>Rhinocéros en stéatite, 20è siècle</p>";"sculptures";"rhinoceros-en-steatite";"432"
"440";"2013/193";"Bureau polychrome";"<p>Bureau polychrome</p>";"mobilier";"bureau-polychrome";"436"
"442";"2012/275C";"Eventail en bois, époque Napoléon III";"<p>Eventail en bois, époque Napoléon III</p>";"divers";"eventail-en-bois";"438"
"444";"2011/62G";"Huile sur panneau ""Le porteur de nouvelles"", Suède, circa 1800";"<p>Huile sur panneau ""Le porteur de nouvelles"", Suède, circa 1800</p>";"tableaux";"le-porteur-de-nouvelles";"440"
"447";"2012/281D";"Crémier en argent";"<p></p>
<p>H. 12 cm</p>
<p>1891</p>";"argenterie-et-verrerie";"cremier-en-argent";"443"
"450";"2015/09C";"Paire de fauteuils Crapaud";"<p>Entièrement regarnis !</p>
<p>L. 65 cm, P. 53 cm, H. 82 cm</p>
<p>Napoléon III</p>";"fauteuils";"paire-de-fauteuils-crapaud";"446"
"455";"2013/242";"Série de pots à épices de Copenhague signés B et G, 20è siècle";"<p>Série de pots à épices de Copenhague signés B et G, 20è siècle</p>";"porcelaine-et-faience";"serie-de-pots-a-epices-copenhague";"451"
"456";"2014/22D";"Miroir oval en bois doré style Louis XV, époque Napoléon III";"<p>Miroir oval en bois doré style Louis XV, époque Napoléon III</p>";"miroirs-et-trumeaux";"miroir-ovale-en-bois-dore";"452"
"459";"2013/187";"Cafetière en argent,  orfèvre Adolf Zethelius, Suède 1800";"<p>Cafetière en argent,  orfèvre Adolf Zethelius, Suède 1800</p>";"argenterie-et-verrerie";"adolf-zethelius-orfevre-cafetiere-en-argent";"455"
"461";"2012/10D";"Lustre en verre gravé";"<p></p>
<p>H. 80 cm, L. 36 cm</p>
<p>France , fin XIX ème</p>";"luminaires";"lustre-en-verre-grave";"457"
"462";"2014/239";"Chandeliers en Argent Sheffield";"<p></p>
<p>H. 12 cm</p>
<p>Vers 1930</p>";"argenterie-et-verrerie";"chandeliers-en-argent-sheffield";"458"
"463";"2014/237I";"Cadre ovale en bronze doré";"<p></p>
<p>H. 17 cm, L. 12 cm</p>
<p>Vers 1900</p>";"divers";"cadre-ovale-en-bronze-dore";"459"
"464";"2011/15B";"Petite commode en chêne patinée éopque directoire";"<p>Petite commode en chêne patinée éopque directoire</p>";"mobilier";"petite-commode-en-chene-patinee";"460"
"465";"2012/387B";"Miroir Louis XVI en bois doré";"<p>Miroir Louis XVI en bois doré</p>";"miroirs-et-trumeaux";"miroir-louis-xvi";"461"
"466";"2015/182D";"Petite table en noyer époque Louis Philippe";"<p>Petite table en noyer époque Louis Philippe</p>";"mobilier";"petite-table-en-noyer";"462"
"467";"2014/94";"Bibliothèque en bois polychrome et colonnes en acajou blond";"<p></p>
<p>L. 93 cm, P. 41 cm, H. 144 cm</p>
<p>Empire</p>";"mobilier";"bibliotheque-en-bois-polychrome-et-colonnes-en-acajou-blond";"463"
"469";"2015/252E";"Chat et son chaton en régule, fin 19è siècle";"<p>Chat et son chaton en régule, fin 19è siècle</p>";"divers";"chat-et-son-chaton-en-regule";"465"
"471";"2014/256";"Table basse en fer forgé et chêne cérusé";"<p></p>
<p>L: 93 cm, H: 41,5 cm, P: 42 cm</p>
<p>XXIème siècle</p>";"mobilier";"table-basse-en-fer-forge-et-chene-ceruse";"467"
"472";"2014/258C";"Crémier William III en argent, Londres, 1730";"<p>Crémier William III en argent, Londres, 1730</p>";"argenterie-et-verrerie";"cremier-en-argent-williamiii";"468"
"481";"2014/22F";"Lot de 6 quilles en bois";"<p></p>
<p>H. 42 cm</p>
<p>Début XXème</p>";"divers";"lot-de-6-quilles-en-bois";"477"
"484";"2015/181A";"Table guéridon style Rococo";"<p>Table guéridon sommée d'un marbre, pieds polychrome</p>
<p>L 130 x P 83 x H 68 m</p>
<p>France. XIXème siècle</p>";"mobilier";"table-gueridon-style-rococo";"480"
"485";"2014/245";"Paire de morses en bronze et ivoire";"<p></p>
<p>L: 9 cm, H: 9,5 cm</p>
<p>Circa 1900</p>";"sculptures";"paire-de-morses-en-bronze-et-ivoire";"481"
"488";"2014/223B";"Paire de salières en argent avec leurs cuillères, orfèvre Wuman Henry Leather, Birmingham, 1894";"<p>Paire de salières en argent avec leurs cuillères, orfèvre Wuman Henry Leather, Birmingham, 1894</p>";"argenterie-et-verrerie";"paire-de-salieres-en-argent-avec-leurs-cuilleres";"484"
"491";"2012/276H";"Crémier en argent";"<p>Crémier en argent </p>";"argenterie-et-verrerie";"cremier-en-argent";"487"
"492";"2016/86B";"Ernest Rancoulet (1870-1915)- Buste d'enfant en bronze argenté";"<p>Signé E. Rancoulet 1875</p>
<p>H. 35 cm, L. 20 cm</p>
<p>1875</p>";"sculptures";"ernest-rancoulet-1870-1915-buste-d-enfant-en-bronze-argente";"488"
"494";"2014/237H";"Figurine en strafordshire, circa 1880";"<p>Figurine en strafordshire, circa 1880</p>";"porcelaine-et-faience";"figurine-en-strafortshire";"490"
"496";"2006/102F";"Bulldog en cuivre, Angleterre, 19è siècle";"<p>Bulldog en cuivre, Angleterre, 19è siècle</p>";"sculptures";"bulldog-en-cuivre";"492"
"498";"2014/84F";"Ecran de cheminée - porte photo";"<p></p>
<p>Fermé : H. 103 cm, L. 60 cm</p>
<p>Edwardienne</p>";"divers";"ecran-de-cheminee-porte-photo";"494"
"499";"2013/248A";"Globe terrestre";"<p></p><p>H. 47 cm</p><p>Début XXème</p>";"divers";"globe-terrestre";"495"
"503";"2016/07A";"Petite table en chêne patinée style Louis XIII, 18è siècle";"<p>Petite table en chêne patinée style Louis XIII, 18è siècle</p>";"mobilier";"petite-table-en-chene-patine-style-louis-xiii";"499"
"507";"2014/95";"Console post Gustavienne en bois doré sommée d'un marbre blanc";"<p></p>
<p>L. 89 cm, P. 43 cm, H. 74 cm</p>
<p>Suède XIX ème siècle</p>";"mobilier";"console-post-gustavienne-en-bois-dore-sommee-d-un-marbre-blanc";"503"
"508";"2014/06";"Bibliothèque double corps en noyer";"<p>Bibliothèque double corps en noyer</p>";"mobilier";"bibliotheque-en-noyer";"504"
"509";"2015/113";"Jean Baptiste Van Moer (1819-1884),  Intérieur";"<p>Huile sur toile signée en bas à gauche</p>
<p>38 x 30 cm</p>
<p>Ecole belge, XIXème siècle</p>";"tableaux";"jean-baptiste-van-moer-1819-1884-interieur";"505"
"510";"2013/186";"Colonne de style gustavien";"<p>Colonne de style gustavien</p>";"mobilier";"colonne-de-style-gustavien";"506"
"513";"2015/98B";"Lapin Essuie-plume";"<p></p><p>L. 9 cm, H. 8 cm</p><p>XIX ème siècle</p>";"bronzes-de-vienne";"lapin-essuie-plume";"509"
"514";"2015/101C";"Perroquet - pique épingles";"<p>Signé B pour Bergman</p>
<p>L. 13 cm, H. 10 cm</p>
<p>circa 1870</p>";"bronzes-de-vienne";"perroquet-pique-epingles";"510"
"515";"2015/102A";"Cheval en bronze de Vienne";"<p>Cheval en bronze de Vienne</p>";"bronzes-de-vienne";"cheval";"511"
"516";"2015/102B";"Cheval en bronze de Vienne";"<p>Cheval en bronze de Vienne</p>";"bronzes-de-vienne";"petit-cheval";"512"
"520";"2015/98F";"Chat et sa caméra en bronze de Vienne, circa 1870";"<p>Chat et sa caméra en bronze de Vienne, circa 1870</p>";"bronzes-de-vienne";"chat-et-sa-camera";"516"
"526";"2016/06C";"Lot de 7 chaises William IV";"<p></p>
<p>L. 46 cm, P. 45 cm, H. 85 cm</p>
<p>XIXème siècle</p>";"chaises";"lot-de-7-chaises-william-iv";"522"
"531";"2015/80G";"Paire de bougeoirs en Métal Argenté";"<p></p>
<p>H. 27 cm</p>
<p>Début XX ème</p>";"argenterie-et-verrerie";"paire-de-bougeoirs-en-metal-argente";"527"
"532";"2007/288B";"Horloge comtoise, circa 1880";"<p>Horloge comtoise, circa 1880</p>";"divers";"horloge-comtoise";"528"
"538";"2015/184B";"Lot de 4 chaises Nap. III";"<p></p>
<p>L. 41 cm, P. 40 cm, H. 87 cm</p>
<p>XIXème siècle</p>";"chaises";"lot-de-4-chaises-nap-iii";"534"
"540";"2015/251A";"Oiseau avec canne en bronze de Vienne signé, fin 19è siècle";"<p>Oiseau avec canne en bronze de Vienne signé, fin 19è siècle</p>";"bronzes-de-vienne";"oiseau-a-la-canne";"536"
"541";"2015/176L";"Console peinte";"<p></p>
<p>L: 45,5 cm, H: 69,5 cm, P: 28 cm</p>
<p></p>";"mobilier";"console-peinte";"537"
"542";"2015/89B";"Deux lampes en bronze - Sphinx";"<p></p>
<p>H: 64 cm</p>
<p></p>";"luminaires";"deux-lampes-en-bronze-sphinx";"538"
"545";"2015/177N";"Saucière en argent en forme de choux, ""Tête de Minerve"", France, 19è siècle";"<p>Saucière en argent en forme de choux, ""Tête de Minerve"", France, 19è siècle</p>";"argenterie-et-verrerie";"sauciere-en-argent-en-forme-de-choux";"541"
"553";"2016/11F";"Sucrier en argent et verre bleu, 19è siècle";"<p>Sucrier en argent et verre bleu, 19è siècle</p>";"argenterie-et-verrerie";"sucrier-en-argent";"549"
"555";"2015/82Q";"Paire de chandeliers en argent 825";"<p></p>
<p>L. 28 cm, H. 22 cm</p>
<p>Vers 1920</p>";"argenterie-et-verrerie";"paire-de-chandeliers-en-argent-825";"551"
"562";"2016/89";"William Henri Barribal (1874-1952) Deux chiens";"<p>Huile sur toile signée Barribal</p>
<p>59 x 44 cm</p>
<p>Ecole anglaise, début XXème siècle</p>";"tableaux";"william-henri-barribal-1874-1952-deux-chiens";"558"
"570";"2015/177D";"Guéridon directoire en bois de rose et marqueterie, circa 1800";"<p>Guéridon directoire en bois de rose et marqueterie, circa 1800</p>";"mobilier";"gueridon-directoire-en-bois-de-rose-et-marqueterie";"566"
"574";"2015/251D";"Deux éléphants et un enfant en bronze de Vienne";"<p>Deux éléphants et un enfant en bronze de Vienne</p>";"bronzes-de-vienne";"2-elephants-et-enfant";"570"
"575";"2015/252F";"Mouton en bronze de Vienne, fin 19è siècle";"<p>Mouton en bronze de Vienne, fin 19è siècle</p>";"bronzes-de-vienne";"mouton";"571"
"576";"2014/98B";"Service à thé en argent, 3 pièces, Sheffield, 1921";"<p>Service à thé en argent, 3 pièces, Sheffield, 1921</p>";"argenterie-et-verrerie";"service-a-the-en-arg";"572"
"581";"2008/234D";"Cheval en Régule";"<p></p>
<p>L 22 x H 14 cm</p>
<p>XX ème siècle</p>";"sculptures";"cheval-en-regule";"577"
"582";"2015/252D";"Petits chiens dans bottes rouges, régule de Hyda, Dresden, 19è siècle";"<p>Petits chiens dans bottes rouges, régule de Hyda, Dresden, 19è siècle</p>";"divers";"petits-chiens-dans-bottes-rouges";"578"
"583";"2014/233D";"Bureau anglais  en acajou avec marqueterie";"<p></p>
<p>P. 80 cm, L. 155 cm, H. 76 cm</p>
<p>Reproduction</p>";"mobilier";"bureau-anglais-en-acajou-avec-marqueterie";"579"
"585";"2005/03A";"Table à allonges en acajou Directoire";"<p>Possibilité de faire 3 allonges (demander le prix)</p>
<p>112 cm x 127 cm, H. 78 cm</p>
<p>Directoire</p>";"mobilier";"table-a-allonges-en-acajou-directoire";"581"
"586";"2013/246A";"Petite commode anglaise en acajou";"<p>Petite commode anglaise en acajou</p>";"mobilier";"petite-commode-anglaise-en-acajou";"582"
"589";"2016/04H";"Coupelle en argent, Suède, circa 1780";"<p>Coupelle en argent, Suède, circa 1780</p>";"argenterie-et-verrerie";"coupelle-en-argent-suedois";"585"
"590";"2016/95D";"Perroquet en bronze de Vienne, circa 1880";"<p>Perroquet en bronze de Vienne, circa 1880</p>";"bronzes-de-vienne";"bronze-de-vienne-perroquet";"586"
"593";"2015/252A";"Encrier en régule, chien sur un coffre, 19è siècle";"<p>Encrier en régule, chien sur un coffre, 19è siècle</p>";"divers";"encrier-en-regule-chien-sur-un-coffre";"589"
"595";"2015/243G";"Portemanteau d'inspiration suédoise, 21è siècle";"<p>Portemanteau d'inspiration suédoise, 21è siècle</p>";"divers";"porte-manteau-suedois";"591"
"599";"2010/120G";"Boîte peinte, Suède, 20è siècle";"<p>Boîte peinte, Suède, 20è siècle</p>";"divers";"boite-peinte";"594"
"600";"2011/09E";"Balance en cuivre, 19è siècle";"<p>Balance en cuivre, 19è siècle</p>";"divers";"balance-en-cuivre";"595"
"606";"2016/16C";"Paire de flambeaux en argent, Tête de Minerve, signé PRAY orfèvre, 19è siècle";"<p>Paire de flambeaux en argent, Tête de Minerve, signé PRAY orfèvre, 19è siècle</p>";"argenterie-et-verrerie";"paire-de-flambeaux-en-argent";"601"
"610";"2016/06F";"Lot de deux chaises Napoléon III";"<p>Lot de deux chaises Napoléon III</p>";"chaises";"lot-de-2-chaises-nap-iii";"605"
"613";"2011/203C";"Lot de 4 chaises Edwardiennes en acajou";"<p></p>
<p>L. 48 cm, P. 42 cm, H. 87 cm</p>
<p>XIXème siècle</p>";"chaises";"lot-de-4-chaises-edwardienne-en-acajou";"608"
"615";"2016/06G";"Fauteuil Chesterfield";"<p></p>
<p>L. 70 cm, P. 82 cm, H. 107 cm</p>
<p>Victorienne</p>";"fauteuils";"fauteuil-chesterfield";"610"
"618";"2016/08C2";"gravure - Terre Sainte";"<p></p>
<p>74 x 61 cm</p>
<p></p>";"tableaux";"gravure-terre-sainte";"613"
"619";"2015/242X";"Gravure anglaise ""Winter"" by Douglas";"<p>Gravure anglaise ""Winter"" by Douglas</p>";"tableaux";"winter-by-douglas";"614"
"622";"2010/194D";"Boîte à thé en marqueterie, 19è siècle";"<p>Boîte à thé en marqueterie, 19è siècle</p>";"divers";"boite-a-the-en-marqueterie";"617"
"624";"2016/88G";"Wedgwood, verre du jubilée de la reine Elisabeth, 20è siècle";"<p>Wedgwood, verre du jubilée de la reine Elisabeth, 20è siècle</p>";"argenterie-et-verrerie";"wedgewood-verre-du-jubilee-de-la-reine-elisabeth";"619"
"625";"2016/83D";"Vierge en bois de buis polychrome, 18è siècle";"<p>Vierge en bois de buis polychrome, 18è siècle</p>";"sculptures";"vierge-en-bois-de-buis-polychrome";"620"
"630";"2014/166";"Miroir en bois doré style Louis XV, époque Napoléon III";"<p>Miroir en bois doré style Louis XV, époque Napoléon III</p>";"miroirs-et-trumeaux";"miroir-en-bois-dore-style-louis-xv";"625"
"631";"2016/102B";"Série de six chaises anglaises en acajou";"<p>Série de six chaises anglaises en acajou</p>";"chaises";"serie-de-6-chaises-anglaises-en-acajou";"626"
"636";"2016/97D";"Henri Joseph F. Pieron (1856-1912) : Vaches en bord de Meuse";"<p>Huile sur toile, signée et datée, bel encadrement d'origine. Inscription au dos</p>
<p>L 93 x H 70 cm</p>
<p>Ecole belge 1883</p>";"tableaux";"henri-joseph-f-pieron-1856-1912-vaches-en-bord-de-meuse";"631"
"637";"2016/105B";"Petit miroir en cuivre repoussé";"<p></p>
<p>34cm x 48 cm</p>
<p>Italie, fin XIX ème siècle</p>";"miroirs-et-trumeaux";"petit-miroir-en-cuivre-repousse";"632"
"639";"2016/101B";"Paire de girandoles en bronze et cristal";"<p></p>
<p>L. 30 cm, H. 35 cm</p>
<p>Début XX ème</p>";"luminaires";"paire-de-girandoles-en-bronze-et-cristal";"634"
"646";"2014/327";"Table ovale en cerisier avec deux ralonges";"<p>Table ovale en cerisier avec deux ralonges </p>";"mobilier";"table-ovale-en-cerisier-a-2-allonges-louis-philippe";"641"
"647";"2016/191F1";"Couple d'enfants en Capo di Monte, 19è siècle";"<p>Couple d'enfants en Capo di Monte, 19è siècle</p>";"porcelaine-et-faience";"couple-d-enfants-en-capodimonte";"642"
"648";"2016/191F2";"Couple d'enfants en Capo di Monte, 19è siècle";"<p>Couple d'enfants en Capo di Monte, 19è siècle</p>";"porcelaine-et-faience";"couple-d-enfants-en-capodimonte";"643"
"650";"2016/191G";"Petite fille en porcelaine de Wallendorf, Allemagne, fin 19è siècle";"<p>Petite fille en porcelaine de Wallendorf, Allemagne, fin 19è siècle</p>";"porcelaine-et-faience";"petite-fille-en-porcelaine-de-wallendorf";"645"
"652";"2016/194E";"Paire de petites appliques en bronze doré style Louis XV, fin 19è siècle";"<p>Paire de petites appliques en bronze doré style Louis XV, fin 19è siècle</p>";"luminaires";"paire-de-petites-appliques-en-bronze-dore-style-louis-xv";"647"
"653";"2016/194D";"Appliques  anciennes en bronze doré";"<p>Vendu par paire ! Style Louis XV</p>
<p>H. 36 cm, L. 20 cm</p>
<p>Fin XIX ème siècle</p>";"luminaires";"appliques-anciennes-en-bronze-dore";"648"
"654";"2016/194F";"Lampe en bronze doré style Louis XV, fin 19è siècle";"<p>Lampe en bronze doré style Louis XV, fin 19è siècle</p>";"luminaires";"lampe-en-bronze-dore-style-louis-xv";"649"
"661";"2016/293A";"Caniche en bronze de Vienne, circa 1880";"<p>Caniche en bronze de Vienne, circa 1880</p>";"categories";"caniche-au-sac-a-main";"656"
"662";"2016/281";"Grande banquette post-gustavienne polychrome";"<p>Grande banquette post-gustavienne polychrome</p>";"fauteuils";"grande-banquette-post-gustaviennepolychrome";"660"
"664";"2016/277C";"Miroir polychrome époque Napoléon III";"<p>Miroir polychrome époque Napoléon III</p>";"miroirs-et-trumeaux";"miroir-polychrome";"662"
"667";"2016/276A";"Huile sur toile ""Fleurs"", signature illisible";"<p>Huile sur toile ""Fleurs"", signature illisible </p>";"tableaux";"fleurs";"665"
"670";"2015/252B";"Encrier nid d'oiseau en régule, fin 19è siècle";"<p>Encrier nid d'oiseau en régule, fin 19è siècle</p>";"divers";"encrier-nid-d-oiseau";"668"
"671";"2016/88B";"Encrier Nap. III en marbre et bronze";;"divers";"encrier-nap-iii-en-marbre-et-bronze";"669"
"683";"2016/305B";"Bas-relief en plâtre";"<p>Bas-relief en plâtre</p>";"sculptures";"bas-relief-en-platre";"681"
"684";"2016/87";"Horloge Charles X en palissandre et marqueterie, circa 1850";"<p>Horloge Charles X en palissandre et marqueterie, circa 1850</p>";"divers";"horloge-charles-x-en-palissandre-et-marqueterie";"682"
"685";"2016/101F";"Paire de vases en Wedgwood";"<p></p>
<p>H 35 cm</p>
<p>19de eeuw</p>";"porcelaine-et-faience";"paire-de-vases-en-wedgwood";"683"
