"id_product";"reference";"name";"description";"link_rewrite";"link_rewrite";"id_image"
"1004";"2018/90C";"Paire de canard en Val Saint-Lambert, signée, 20è siècle";"<p>Paire de canard en Val Saint-Lambert, signée, 20è siècle</p>";"argenterie-et-verrerie";"paire-de-canards-en-val-sain-lambert";"1055"
"1009";"2018/91W";"Tasse et sous-tasse capucine, Chine, 18è siècle, accident";"<p>Tasse et sous-tasse capucine, Chine, 18è siècle, accident</p>";"porcelaine-et-faience";"tasse-et-sous-tasse-capucine";"1060"
"1010";"2018/91T";"Tasse et sous tasse Capucine";"<p>Chine. 18ème siècle</p>";"porcelaine-et-faience";"tasse-et-sous-tasse-capucine";"1061"
"1011";"2018/91R";"Tasse et sous-tasse capucine, Chine, 18è siècle";"<p>Tasse et sous-tasse capucine, Chine, 18è siècle</p>";"categories";"tasse-et-sous-tasse-capucine";"1062"
"1012";"2018/94 B";"Commode Louis XVI patinée avec marbre";"<p>L. 130 cm, P. 64 cm, H. 88 cm</p>";"mobilier";"commode-louis-xvi-patinee-avec-marbre";"1063"
"1014";"2015/107A";"Buffet en chêne mosan XVIII ème siècle";"<p>L. 130 cm, P. 50 cm, H. 107 cm</p>";"mobilier";"buffet-en-chene-mosan-xviii-eme-siecle";"1065"
"1016";"2018/93 D";"Horloge Louis XVI en Marbre et bronze doré";"<p>L. 24 cm, H. 40 cm, P. 10 cm</p>
<p>France XVIII ème siècle</p>";"divers";"horloge-louis-xv-en-marbre-et-bronze-dore";"1066"
"1017";"2018/89 F";"Vase en FaÏence, XIX siècle";"<p>Travail Italien</p>
<p>H. 45 cm, L. 27 cm</p>";"porcelaine-et-faience";"vase-en-faience-xix-siecle";"1067"
"1019";"2018/86";"Horloge en bronze doré, France, 19è siècle";"<p>Horloge en bronze doré, France, 19è siècle</p>";"divers";"horloge-en-bronze-dore";"1069"
"1022";"2018/88A";"Petit Bureau style Louis XV";"<p>France. 19ème siècle</p>
<p>Plateau en cuir</p>
<p>L: 80 cm; H: 69 cm; P: 50 cm</p>";"categories";"petit-bureau-style-louis-xv";"1075"
"1023";"2018/15";"Paire de fauteuils cannés patinés, style Régence";"<p>Paire de fauteuils cannés patinés, style Régence</p>";"fauteuils";"paire-de-fauteuils-cannes-patines-style-regence";"1073"
"1024";"2018/93C";"Petite console Charles X et marbre";"<p>Petite console Charles X et marbre</p>";"mobilier";"petite-console-charles-x-patinee";"1074"
"1025";"2008/158L";"Petite console en plâtre polychrome, 19è siècle";"<p>Petite console en plâtre polychrome, 19è siècle</p>";"divers";"fontaine";"1076"
"1026";"2016/08B";"Table de style Louis XVI en bois patiné avec marbre";"<p>Epoque Napoléon III</p>
<p>D: 78 cm; H: 71 cm</p>";"mobilier";"table-de-style-louis-xvi-en-bois-patine-avec-marbre";"1077"
"1027";"2018/93A";"Banquette patinée Louis XVI";"<p>L: 150 cm; H: 85 / 40 cm; P: 50 cm</p>";"fauteuils";"banquette-patinee-louis-xvi";"1078"
"1028";"2018/147";"Huile sur toile ""Nature morte aux fruits"", signée Hélène Hamburger (1836-1919), fin 19è, école hollandaise";"<p>Huile sur toile ""Nature morte aux fruits"", signée Hélène Hamburger (1836-1919), fin 19è, école hollandaise</p>";"tableaux";"helene-hamburger-1836-1919-nture-morte-aux-fruits";"1079"
"1029";"2018/06D";"Petite vitrine en chêne peint  à poser ou à suspendre";"<p>XXème siècle</p>
<p>L. 100 cm</p>
<p>H. 116 cm</p>
<p>P. 16 cm</p>
<p>Disponible en paire</p>";"mobilier";"petite-vitrine-en-chene-ou-a-poser-a-suspendre";"1080"
"1030";"2018/148";"Meuble de coin Louis XVI en chêne cérusé";"<p>L. 79 cm</p>
<p>P. 50 cm</p>
<p>H. 115 cm</p>
<p>Liège XVIII ème siècle</p>";"mobilier";"meuble-de-coin-louis-xvi-en-chene-ceruse";"1081"
"1031";"2017/15 K";"Paire d'appliques en Bronze doré";"<p>Paire d'appliques en Bronze doré XIX ème siècle</p>
<p>L. 30 cm</p>
<p>H. 45 cm</p>";"luminaires";"paire-d-appliques-en-bronze-dore";"1082"
"1033";"2018/150D";"Bas-relief en plâtre ""Fleurs"" sur panneau en bois, Italie, 20è siècle";"<p>Bas-relief en plâtre ""Fleurs"" sur panneau en bois, Italie, 20è siècle</p>";"divers";"panneau-decoratif-aux-fleurs";"1084"
"1034";"2018/151";"Vase en porcelaine, Chine, 19è siècle";"<p>Vase en porcelaine, Chine, 19è siècle</p>";"porcelaine-et-faience";"vase-en-porcelaine";"1085"
"1038";"2018/200A";"Rouge-gorge en bronze de Vienne, circa 1890";"<p>Rouge-gorge en bronze de Vienne, circa 1890</p>";"bronzes-de-vienne";"rouge-gorge-sur-socle";"1091"
"1040";"2018/206B";"Faon en bronze de Vienne, fin 19è siècle";"<p>Faon en bronze de Vienne, fin 19è siècle</p>";"bronzes-de-vienne";"biche";"1093"
"1041";"2018/203";"Lapin en bronze de Vienne signé Frans Bergmann, circa 1912";"<p>Lapin en bronze de Vienne signé Frans Bergmann, circa 1912</p>";"bronzes-de-vienne";"lapin";"1094"
"1042";"2018/202D";"Trois petites perdrix en bronze de Vienne signé, circa 1880";"<p>Trois petites perdrix en bronze de Vienne signé, circa 1880</p>";"bronzes-de-vienne";"trois-petites-perdrix";"1095"
"1043";"2018/205B";"Kangourou et son petit en bronze de Vienne";"<p>Kangourou et son petit en bronze de Vienne</p>";"bronzes-de-vienne";"kangourou-et-son-petit";"1096"
"1046";"2018/206A";"Ours en bronze de Vienne";"<p>Ours en bronze de Vienne</p>";"bronzes-de-vienne";"ours";"1098"
"1047";"2018/206C ";"Perroquet";"<p>L. 30 cm, H. 15 cm , circa 1800</p>";"bronzes-de-vienne";"perroquet";"1099"
"1048";"2018/207";"Orchestre de lutins en bronze de Vienne, 10 pièces, signé B.";"<p>Orchestre de lutins en bronze de Vienne, 10 pièces, signé B.</p>";"bronzes-de-vienne";"ensemble-de-10-nains-musiciens-signe-b";"1100"
"1049";"2018/200 D";"Deux pingouins";"<p> H. 6,5 cm en H. 3 cm</p>";"bronzes-de-vienne";"deux-pingouins";"1101"
"1052";"2018/150 A";"Commode polychrome de style Louis XVI";"<p>XIX ème siècle, L. 125 cm, P. 54 cm, H. 92 cm</p>";"mobilier";"commode-polychrome-de-style-louis-xvi";"1104"
"1055";"2017/230C";"Paire d'appliques en Bronze doré Style Louis XVI , Epoque Nap. III";"<p>Paire d'appliques en Bronze doré , Style Louis XVI , Epoque Nap. III</p>
<p>H. 36 cm, L. 25</p>";"luminaires";"paire-d-appliques-en-bronze-dore-style-louis-xvi-epoque-nap-iii";"1107"
"1056";"2018/210D";"Somno en Acajou sommé d'un marbre";"<p>Epoque Empire XIX ème siècle</p>
<p>D. 42 cm</p>
<p>H. 84 cm</p>";"mobilier";"somno-en-acajou";"1108"
"1058";"2009/107D";"Huile sur toile ""Torrent au clair de lune"", signée Edward Jooris Moerenhout (1801-1893), école belge";"<p>Huile sur toile ""Torrent au clair de lune"", signée Edward Jooris Moerenhout (1801-1893), école belge</p>";"tableaux";"edward-moerenhout-1801-1893-torrent-au-clair-de-lune";"1111"
"1059";"2018/210B";"Paire d'appliques en bois doré Style Louis XV";"<p>Paire d'appliques en bois doré, Style Louis XV, Epoque XIX ème siècle</p>
<p>H. 68 cm, L. 40 cm</p>";"luminaires";"paire-d-appliques-en-bois-dore-style-louis-xv";"1117"
"1063";"2016/206i ";"Dressoir en chêne XVIII ème siècle";"<p>Dressoir en Chêne XVIII ème</p>
<p>L. 168 cm, P. 56 cm, H. 114 cm</p>";"mobilier";"dressoir-en-chene-xviii-eme-siecle";"1114"
"1064";"2018/210C";"Miroir Venitien";"<p>Miroir Vénitien, quelques accidents XIX siècle</p>
<p>L. 78 cm, H. 97 cm</p>";"miroirs-et-trumeaux";"miroir-venitien";"1115"
"1067";"2017/10";"Huile sur toile ""Femme nue au bain"", France, 19è siècle";"<p>Huile sur toile ""Femme nue au bain"", France, 19è siècle</p>";"tableaux";"huile-sur-toile-femme-nue-au-bain";"1118"
"1070";"2019/02A";"Boite anglaise";"<p>19ème siècle</p>
<p>L: 34 cm; H: 14 cm; P: 31 cm</p>";"divers";"boite-anglaise";"1121"
"1072";"2019/03E2";"Paire de bougeoirs en sulfure";"<p>Paire de bougeoirs en sulfure</p>";"luminaires";"paire-de-bougeoirs-en-sulfure";"1123"
"1073";"2019/03E1";"Paire de vases en sulfure";"<p>H: 26,5 cm</p>";"divers";"paire-de-vases-en-sulfure";"1124"
"1074";"2019/03A";"Paire d'appliques en bois sculpté";"<p>Paire d'appliques en bois sculpté</p>";"luminaires";"paire-d-appliques-en-bois-sculpte";"1125"
"1075";"2019/03F";"Bougeoirs en verre";"<p>En paire ou à la pièce</p>
<p>H: 23,5 cm</p>";"argenterie-et-verrerie";"bougeoirs-en-verre";"1126"
"1076";"2019/03C";"Lampe bouillote";"<p>H: 61 cm</p>";"luminaires";"lampe-bouillote";"1127"
"1077";"2019/02B";"Petit coffre suédois avec un tiroir secret";"<p>Petit coffre suédois avec un tiroir secret</p>";"divers";"petit-coffre-suedois-avec-un-tiroir-secret";"1128"
"1078";"2019/02C";"Fauteuil directoire patiné (lyre)";"<p>Fauteuil directoire patiné (lyre)</p>";"fauteuils";"fauteuil-style-directoire";"1129"
"1079";"2019/03B";"Pendule ""Le Clerc""";"<p>Bruxelles. Fin 19ème siècle</p>
<p>H: 27,5 cm</p>";"divers";"pendule-le-clerc";"1130"
"1080";"2019/04";"Service de poupée en Vieux Bruxelles";"<p>19ème siècle</p>
<p>Tasses = H: 5 cm</p>";"porcelaine-et-faience";"service-de-poupee-en-vieux-bruxelles";"1131"
"1081";"2019/03D";"Oeufs sculptés en bois Corozo";"<p>Fruit d'un palmier d'Amérique du Sud.</p>
<p>Appelé aussi ivoire végétal</p>
<p>H: 7,5 cm</p>";"sculptures";"oeufs-sculptes-en-bois-corozo";"1132"
"1083";"2018/210A";"Console Style Directoire";"<p>19ème siècle</p>
<p>Marbre réparé</p>
<p>L: 127 cm; H: 71 cm; P: 59,5 cm</p>";"mobilier";"console-style-directoire";"1134"
"1084";"2013/188";"Vase Argenta Wilhelm Kage (1889 - 1960)";"<p>H: 20 cm; D: 17 cm</p>";"categories";"vase-argenta-wilhelm-kage-1889-1960";"1135"
"1085";"2003/294B";"Bilboquet";"<p>Bilboquet</p>";"divers";"bilboquet";"1136"
"1086";"2009/12A";"Vase en wedgwood";"<p>Vase en wedgwood</p>";"porcelaine-et-faience";"vase-en-wedgwood";"1137"
"1087";"2017/89F";"Colonne en marbre";"<p>Fin 19ème siècle</p>
<p>L (socle): 25 cm; H: 106 cm</p>";"mobilier";"colonne-en-marbre";"1138"
"1088";"2018/152B";"Petit miroir en bois doré, France 19è siècle";"<p>Petit miroir en bois doré, France 19è siècle</p>";"miroirs-et-trumeaux";"petit-miroir-en-bois-dore";"1139"
"1089";"2012/274D";"6 verres à whisky en cristal";"<p>H: 9 cm</p>";"argenterie-et-verrerie";"6-verres-a-whisky-en-cristal";"1140"
"1090";"2016/191i";"Femme en Rouen, 20è siècle";"<p>Femme en Rouen, 20è siècle</p>";"porcelaine-et-faience";"femme-en-rouen";"1141"
"1091";"2007/259B";"Paire de chiens en Strafordshire";"<p>H: 15 cm</p>";"porcelaine-et-faience";"paire-de-chiens-en-strafordshire";"1142"
"1092";"2017/221E";"Seau à glace en métal argenté";"<p>H: 19 cm</p>";"argenterie-et-verrerie";"seau-a-glace-en-metal-argente";"1143"
"1093";"2015/249";"Plat en verre bleu et argent";"<p>France. Fin 19ème siècle</p>
<p>Poinçon 835ème</p>
<p>D: 20 cm; H: 5 cm</p>";"argenterie-et-verrerie";"plat-en-verre-bleu-et-argent";"1144"
"1094";"2004/240";"Tête à tête en vieux Bruxelles";"<p>Tête à tête en vieux Bruxelles</p>";"porcelaine-et-faience";"tete-a-tete-en-vieux-bruxelles";"1145"
"1095";"2017/01C";"Carafon Art Nouveau";"<p>H: 26,5 cm</p>";"argenterie-et-verrerie";"carafon-art-nouveau";"1146"
"1096";"2017/22L";"Guéridon anglais marqueterie";"<p>Guéridon anglais marqueterie</p>";"mobilier";"gueridon-anglais-en-marqueterie";"1147"
"1097";"2007/271E";"Commode anglaise patinée";"<p>Circa 1880</p>
<p>L: 111 cm; H: 106 cm; P: 56 cm</p>";"mobilier";"commode-anglaise-patinee";"1149"
"1098";"2019/53";"Commode Louis XV chêne";"<p>Commode Louis XV chêne</p>";"mobilier";"commode-louis-xv-patinee";"1150"
"1099";"2017/220B";"Plaque en Wedgwood, 18è siècle";"<p>Plaque en Wedgwood, 18è siècle</p>";"porcelaine-et-faience";"plaque-en-wedgwood";"1151"
"1100";"2019/52B";"Paravent, huile sur bois ""Fleurs""";"<p>Paravent, huile sur bois ""Fleurs""</p>";"divers";"paravent-fleurs";"1152"
"1101";"2015/236";"Paire de cassolettes en marbre et bronze doré";"<p>Epoque Napoléon III</p>
<p>H: 50 cm</p>";"sculptures";"paire-de-cassolettes-en-marbre-t-bronze-dore";"1153"
"1102";"2018/91K";"Bol famille Verte, Chine, 18è siècle";"<p>Bol famille Verte, Chine, 18è siècle</p>";"porcelaine-et-faience";"bol-chine-famille-verte";"1154"
"1103";"2017/07F";"Tasse, sous tasse et couvercle";"<p>Japon. 19ème siècle</p>
<p>D (assiette): 12,5 cm; H: 6,5 cm</p>";"porcelaine-et-faience";"tasse-sous-tasse-et-couvercle-japon";"1155"
"1104";"2018/91D";"Tasse et sous-tasse, Chine, 18è siècle";"<p>Tasse et sous-tasse, Chine, 18è siècle</p>";"porcelaine-et-faience";"tasse-et-sous-tasse";"1158"
"1105";"2018/91Q";"Paire de tasses et sous tasses";"<p>Chine. 18ème siècle</p>
<p>D: 12,5 cm; H: 4,5 cm</p>";"porcelaine-et-faience";"paire-de-tasses-et-sous-tasses";"1157"
"1106";"2018/152A";"Paire de vases en bois peint, France, 19è siècle";"<p>Paire de vases en bois peint, France, 19è siècle</p>";"divers";"paire-de-vases-en-bois-peint";"1159"
"1107";"2018/152C";"Miroir en bois doré Rococo, France 19è siècle";"<p>Miroir en bois doré Rococo, France 19è siècle</p>";"miroirs-et-trumeaux";"miroir-en-bois-dore-rococo";"1160"
"1108";"2013/93B";"Lampe à pétrole Sèvres, circa 1880";"<p>Lampe à pétrole Sèvres, circa 1880</p>";"luminaires";"lampe-a-petrole-sevres";"1161"
"1109";"2019/52C";"Paysage de neige";"<p>Huile sur bois</p>
<p>52 x 41 cm</p>";"tableaux";"paysage-de-neige";"1162"
"1110";"2018/150B";"Table guéridon marbre directoire";"<p>Table guéridon marbre directoire</p>";"mobilier";"gueridon-directoire-en-bois-peint-somme-d-un-marbre";"1163"
"1111";"2016/278C";"Baromètre Louis XVI en bois doré";"<p>Fin 18ème siècle</p>
<p>L: 44 cm; H: 100 cm</p>";"divers";"barometre-louis-xvi-en-bois-dore";"1164"
"1112";"2016/105A";"Paire de miroirs en bois sculpté, Italie 19è siècle";"<p>Paire de miroirs en bois sculpté, Italie 19è siècle</p>";"miroirs-et-trumeaux";"pire-de-miroirs-en-bois-sculpte";"1165"
"1113";"2017/12B";"Lampe bouillote";"<p>H: 35 cm</p>";"luminaires";"lampe-bouillote";"1166"
"1114";"2009/99D";"Guéridon Napoléon III en papier maché";"<p>Décor aux chinois</p>
<p>L: 53 cm; H: 78 cm; P: 38 cm</p>";"mobilier";"gueridon-napoleon-iii-en-papier-mache";"1167"
"1115";"2016/283A";"Selette dorée";"<p>Selette dorée</p>";"mobilier";"sellette-en-bois-dore-avec-marbre";"1168"
"1116";"2015/183I";"Colonne en plâtre";"<p>Colonne en plâtre</p>";"mobilier";"colonne-en-platre";"1169"
"1117";"2016/283L";"Miroir doré";"<p>89 x 60 cm</p>
<p></p>";"miroirs-et-trumeaux";"miroir-dore";"1170"
"1118";"2015/07D";"Miroir vénitien avec appliques";"<p>Miroir vénitien avec appliques</p>";"miroirs-et-trumeaux";"miroir-venitien-avec-appliques";"1171"
"1119";"2003/311F";"Tableau, Espagne 19è siècle";"<p>Tableau, Espagne 19è siècle</p>";"tableaux";"tableau-espagne";"1172"
"1120";"2009/270E";"Huile sur toile ""Sous-bois"", attribué à Narcisse Diaz de la Pena (1807-1876)";"<p>Huile sur toile ""Sous-bois"", attribué à Narcisse Diaz de la Pena (1807-1876)</p>";"tableaux";"n-diaz-de-la-pena";"1173"
"1121";"2016/194A";"Paire de lampes en marbre de Carare";"<p>H: 41,5 cm</p>";"luminaires";"paire-de-lampes-en-marbre-de-carare";"1174"
"1122";"2017/216i";"Bas relief en plâtre ""Puttis""";"<p>Circa 1890</p>
<p>91 x 80,5 cm</p>";"divers";"bas-relief-en-platre-puttis";"1175"
"1123";"2017/219C";"Lampe en bois tourné, Angleterre, éopque Edwarienne";"<p>Lampe en bois tourné, Angleterre, éopque Edwarienne</p>";"luminaires";"lampe-en-bois-tourne";"1176"
"1124";"2011/11B2";"Aquarelle signée Firmin Verhevick (1874-1962)";"<p>Aquarelle signée Firmin Verhevick (1874-1962)</p>";"tableaux";"aquarelle-signee-firmin-verhevick-1874-1962";"1177"
"1125";"2017/95A";"Cheminée Napoléon III";"<p>Cheminée Napoléon III</p>";"mobilier";"cheminee-en-bois-peint";"1178"
"1126";"2017/99i";"Chaise Louis XVI polychrome";"<p>Circa 1900</p>
<p>B: 48,5 cm; H: 86 / 40,5 cm; P: 43 cm</p>";"chaises";"chaise-louis-xvi-polychrome";"1179"
"1127";"2013/95B";"Plateau en tôle";"<p>Plateau en tôle</p>";"mobilier";"plateau-en-tole-sur-pied";"1180"
"1128";"2017/14";"""Les vaches""";"<p>Huile sur toile</p>
<p>France. Circa 1900</p>
<p>100 x 35 cm</p>";"tableaux";"les-vaches";"1181"
"1129";"2017/95E";"Desserte en acajou, période édouardienne";"<p>Desserte en acajou, période édouardienne</p>";"mobilier";"desserte-en-acajou";"1182"
"1130";"2007/274H2";"Barbier";"<p>L: 60 cm; H: 55,5 cm; P: 20,5 cm</p>";"miroirs-et-trumeaux";"barbier";"1183"
"1131";"2011/66A";"Petite table cerisier";"<p>Petite table cerisier </p>";"mobilier";"petite-table-en-cerisier";"1184"
"1132";"2016/206G";"Petit guéridon directoire avec marbre";"<p>D: 59 cm; H: 52 cm</p>";"mobilier";"petit-gueridon-directoire-avec-marbre";"1185"
"1133";"2004/146C";"Cache-pot hollandais, 19è siècle";"<p>Cache-pot hollandais, 19è siècle </p>";"divers";"cache-pot-hollandais";"1186"
"1134";"2010/301A";"Lampe avec chien en bronze";"<p>Portugal. Fin 19ème siècle</p>
<p>H: 31 cm</p>";"luminaires";"lampe-avec-chien-en-bronze";"1187"
"1135";"2014/225B3";"Boîte à cartes en noyer avec ivoir, époque Edwardienne";"<p>Boîte à cartes en noyer avec ivoir, époque Edwardienne</p>";"divers";"boite-a-carte-en-noyer-avec-ivoire";"1188"
"1136";"2018/208";"Aquarelle sur papier";"<p>Naples. 19ème siècle</p>
<p>20 x 17,5 cm</p>";"tableaux";"aquarelle-sur-papier";"1189"
"1137";"2009/222";"Lampe en tôle";"<p>Lampe en tôle</p>";"luminaires";"lampe-en-tole";"1190"
"1138";"2013/99D";"Lampe en métal argenté";"<p>H: 61 cm</p>";"luminaires";"lampe-en-metal-argente";"1191"
"1139";"2017/15E2";"Lampe bouillotte";"<p>Lampe bouillotte</p>";"luminaires";"lampe-bouillote";"1192"
"1140";"2012/269M";"Lampe opaline montée à l'électricité";"<p>Lampe opaline montée à l'électricité</p>";"luminaires";"lampe-opaline-montee-a-l-electricite";"1193"
"1141";"2007/73D";"Lampe style Empire";"<p>Lampe style Empire</p>";"categories";"lampe-empire";"1194"
"1142";"2010/121i";"Série de 5 pots pour les céréales";"<p>Suède. Début 20ème siècle</p>
<p>H: 29 cm</p>";"porcelaine-et-faience";"serie-de-5-pots-pour-les-cereales";"1195"
"1143";"2018/94B";"Commode Louis XVI patinée marbre";"<p>Commode Louis XVI patinée marbre</p>";"mobilier";"commode-louis-xvi-patinee-marbre";"1201"
"1144";"2018/150A";"Commode style Louis XVI";"<p>Commode style Louis XVI</p>";"mobilier";"commode-style-louis-xvi";"1206"
"1147";"2017/220T";"Petit miroir en bois patiné style Louis XVI";"<p>Petit miroir en bois patiné style Louis XVI</p>";"miroirs-et-trumeaux";"petit-miroir-en-bois-patine-style-louis-xvi";"1259"
"1148";"2017/15B";"Trumeau époque Napoléon III";"<p>Trumeau époque Napoléon III</p>";"miroirs-et-trumeaux";"trumeau-epoque-napoleon-iii";"1263"
"1149";"2016/279B";"Huile sur toile marouflée ""Nature morte au pichet"", signée David De Noter (1825-1875)";"<p>Huile sur toile marouflée ""Nature morte au pichet"", signée David De Noter (1825-1875)</p>";"tableaux";"huile-sur-toile-marouflee-nature-morte-au-pichet-signee-david-de-noter-1825-1875";"1292"
"1150";"2004/34A";"Estampe indien apache, signé R.C. Wood";"<p>Estampe indien apache, signé R.C. Wood</p>";"tableaux";"estampe-indien-apache-signe-rc-wood";"1297"
"1151";"2016/85O";"Huile sur toile Paul Frans, Bord de mer";"<p>Huile sur toile Paul Frans, Bord de mer</p>";"tableaux";"huile-sur-toile-bord-de-mer-paul-frans";"1305"
"1152";"2010/121D";"Huile sur panneau signée Esther Kjerner (1873-1952)";"<p>Huile sur panneau signée Esther Kjerner (1873-1952)</p>";"divers";"huile-sur-panneau-signee-esther-kjerner-1873-1952";"1306"
"1153";"2017/15K";"Paire d'appliques en bronze doré style Louis XIV";"<p>Paire d'appliques en bronze doré style Louis XIV</p>";"luminaires";"paire-d-appliques-en-bronze-dore-style-louis-xiv";"1315"
"1154";"2018/93D";"Horloge Louis XVI en marbre et bronze doré";"<p>Horloge Louis XVI en marbre et bronze doré</p>";"divers";"horloge-louis-xvi-en-marbre-et-bronze-dore";"1339"
"1155";"2017/225C";"Eléphant et singe musicien, G.Hyda, Brême circa 1900";"<p>Eléphant et singe musicien, G.Hyda, Brême circa 1900</p>";"divers";"elephant-et-singe-musicien-ghyda-breme-circa-1900";"1383"
"1156";"2017/220A16";"Carafon en cristal";"<p>Carafon en cristal</p>";"divers";"carafon-en-cristal";"1408"
"1157";"2017/220A1-4";"Lot de quatre carafons en cristal";"<p>Lot de quatre carafons en cristal</p>";"divers";"lot-de-quatre-carafons-en-cristal";"1409"
"1158";"2015/248G";"Pot à moutarde et sa cuillère en argent, Chester, 1907";"<p>Pot à moutarde et sa cuillère en argent, Chester, 1907</p>";"argenterie-et-verrerie";"pot-a-moutarde-et-sa-cuillere-en-argent-chester-1907";"1410"
"1159";"2018/200D";"Deux pingouins en bronze de Vienne";"<p>Deux pingouins en bronze de Vienne</p>";"bronzes-de-vienne";"deux-pingouins-en-bronze-de-vienne";"1442"
"1160";"2013/85B1";"Chat en bronze de Vienne, marqué ""geschultz"", 19è siècle";"<p>Chat en bronze de Vienne, marqué ""geschultz"", 19è siècle</p>";"bronzes-de-vienne";"chat-en-bronze-de-vienne-marque-geschultz-19e-siecle";"1448"
"1161";"2017/18A2";"Lutins en bronze de Vienne, circa 1880";"<p>Lutins en bronze de Vienne, circa 1880</p>";"bronzes-de-vienne";"lutins-en-bronze-de-vienne-circa-1880";"1458"
"1162";"2017/18A1";"Deux lutins avec une chaise en bronze de Vienne";"<p>Deux lutins avec une chaise en bronze de Vienne</p>";"chaises";"deux-lutins-avec-une-chaise-en-bronze-de-vienne";"1461"
"1163";"2006/241i1";"Chien en bronze de Vienne";"<p>Chien en bronze de Vienne</p>";"bronzes-de-vienne";"chien-en-bronze-de-vienne";"1477"
"1164";"2007/257B";"Chien ""Lassie"" en bronze de Vienne";"<p>Chien ""Lassie"" en bronze de Vienne</p>";"bronzes-de-vienne";"chien-lassie-en-bronze-de-vienne";"1482"
"1166";"2018/201";"Chasseur à cheval en bronze de Vienne";"<p>Chasseur à cheval en bronze de Vienne</p>";"bronzes-de-vienne";"chasseur-a-cheval-en-bronze-de-vienne";"1493"
"1167";"2018/89F";"Vase en faïence, Italie, 19è siècle";"<p>Vase en faïence, Italie, 19è siècle</p>";"porcelaine-et-faience";"vase-en-faience-italie-19e-siecle";"1502"
"1168";"2019/131A";"Bronze de Vienne ""Jockey à cheval""";"<p>Bronze de Vienne ""Jockey à cheval""</p>";"bronzes-de-vienne";"bronze-de-vienne-jockey-a-cheval";"1534"
"1169";"2019/131F";"Encrier-renard en bronze de Vienne, circa 1870";"<p>Encrier-renard en bronze de Vienne, circa 1870</p>";"bronzes-de-vienne";"encrier-renard-en-bronze-de-vienne-circa-1870";"1535"
"1170";"2019/131D";"Perruche en bronze de Vienne signé ""Geschützt"", fin 19è siècle";"<p>Perruche en bronze de Vienne signé ""Geschützt"", fin 19è siècle</p>";"bronzes-de-vienne";"perruche-en-bronze-de-vienne-signe-geschutzt-fin-19e-siecle";"1536"
"1171";"2019/131C";"Bronze de Vienne ""Lapin/Béatrice Potter""";"<p>Bronze de Vienne ""Lapin/Béatrice Potter""</p>";"bronzes-de-vienne";"bronze-de-vienne-lapin-beatrice-potter";"1537"
"1172";"2019/131G";"Bronze de Vienne ""Poussin sortant de l'œuf""";"<p>Bronze de Vienne ""Poussin sortant de l'œuf""</p>";"bronzes-de-vienne";"bronze-de-vienne-poussin-sortant-de-l-oeuf";"1538"
"1173";"2019/131E";"Coq faisan en bronze de Vienne signé ""Geschützt""";"<p>Coq faisan en bronze de Vienne signé ""Geschützt""</p>";"bronzes-de-vienne";"coq-faisan-en-bronze-de-vienne-signe-geschutzt";"1539"
"1174";"2019/131B";"Vache en bronze de Vienne";"<p>Vache en bronze de Vienne</p>";"bronzes-de-vienne";"vache-en-bronze-de-vienne";"1540"
"1175";"2017/99B";"Pique-fleurs en ""Baccarat"", circa 1920";"<p>Pique-fleurs en ""Baccarat"", circa 1920</p>";"divers";"pique-fleurs-en-baccarat-circa-1920";"1541"
"1177";"2012/275P";"Deux bougeoirs en métal patiné";"<p>Deux bougeoirs en métal patiné</p>";"divers";"deux-bougeoirs-en-metal-patine";"1543"
"1178";"2017/15J";"Chenêts en bronze, époque Napoléon III, circa 1880";"<p>Chenêts en bronze, époque Napoléon III, circa 1880</p>";"sculptures";"chenets-en-bronze-epoque-napoleon-iii-circa-1880";"1544"
"1179";"2011/188F";"Table-console, Suède, fin 19è siècle";"<p>Table-console, Suède, fin 19è siècle</p>";"mobilier";"table-console-suede-fin-19e-siecle";"1545"
"1180";"2011/115B";"Cavalier en Stradfordshire, 19è siècle";"<p>Cavalier en Stradfordshire, 19è siècle</p>";"divers";"cavalier-en-stradfordshire-19e-siecle";"1546"
"1181";"2017/19/1E";"Chien musicien en porcelaine";"<p>Chien musicien en porcelaine</p>";"porcelaine-et-faience";"chien-musicien-en-porcelaine";"1547"
"1182";"2017/221D";"Petit musicien en cuivre argenté et éléments dorés, France, 19è siècle";"<p>Petit musicien en cuivre argenté et éléments dorés, France, 19è siècle</p>";"divers";"petit-musicien-en-cuivre-argente-et-elements-dores-france-19e-siecle";"1548"
"1183";"2014/220B";"Perroquet en porcelaine";"<p>Perroquet en porcelaine</p>";"porcelaine-et-faience";"perroquet-en-porcelaine";"1549"
"1184";"2016/83A";"Vierge en pierre de Tripani, Sicile, 17è siècle";"<p>Vierge en pierre de Tripani, Sicile, 17è siècle</p>";"divers";"vierge-en-pierre-de-tripani-sicile-17e-siecle";"1550"
"1185";"2010/193E";"Tasse et sous-tasse, Chine, 19è siècle";"<p>Tasse et sous-tasse, Chine, 19è siècle</p>";"divers";"tasse-et-sous-tasse-chine-19e-siecle";"1551"
"1186";"2019/131H";"Cale-porte en cuivre Géorgien";"<p>Cale-porte en cuivre Géorgien</p>";"divers";"cale-porte-en-cuivre-georgien";"1552"
